Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
haltere	1/24	0.21443145663776075338091686717234551906585693359375	0.490305586183164276992130226062727160751819610595703125	0.2644228507678845208062057281495071947574615478515625	0.609508342128268765236498438753187656402587890625	-1.50882748023694	2.3232399580858565	Scm
proventriculus	1/28	0.2454249146758181454597291804020642302930355072021484375	0.490305586183164276992130226062727160751819610595703125	0.29997281380782070403512307166238315403461456298828125	0.609508342128268765236498438753187656402587890625	-1.1886112474759858	1.6697185579611715	KCNQ
eye_disc_posterior_to_the_morphogenetic_furrow	1/30	0.26046227946686062448833354210364632308483123779296875	0.490305586183164276992130226062727160751819610595703125	0.317126825644527432501718067214824259281158447265625	0.609508342128268765236498438753187656402587890625	-1.155220095611182	1.554114393261788	upd1
primordium	2/88	0.2198781080492640815915450502870953641831874847412109375	0.490305586183164276992130226062727160751819610595703125	0.29874517249344367808561173660564236342906951904296875	0.609508342128268765236498438753187656402587890625	-0.9748793028122391	1.4766320741331425	Wnt2;upd1
photoreceptor	4/235	0.2094042039709418101534055267620715312659740447998046875	0.490305586183164276992130226062727160751819610595703125	0.327665520379974706255410410449258051812648773193359375	0.609508342128268765236498438753187656402587890625	-0.9004286698630173	1.4078102346039985	peb;if;upd1;shot
blastoderm_embryo	2/94	0.2420061032237663944943761862305109389126300811767578125	0.490305586183164276992130226062727160751819610595703125	0.326243851728888867302913467938196845352649688720703125	0.609508342128268765236498438753187656402587890625	-0.9085695408023051	1.2890714986789393	hb;tsl
wing_hinge	1/34	0.289648293804407541696122052599093876779079437255859375	0.490305586183164276992130226062727160751819610595703125	0.350238728841766155941428451114916242659091949462890625	0.609508342128268765236498438753187656402587890625	-1.026603597952972	1.2720520675742764	Wnt2
wing	5/321	0.2192908025011111039503930442151613533496856689453125	0.490305586183164276992130226062727160751819610595703125	0.36022850905384362629746419770526699721813201904296875	0.609508342128268765236498438753187656402587890625	-0.8069514196652131	1.224433034020755	usp;Apc;Mkp3;if;upd1
egg	1/35	0.29676390742665204047767701922566629946231842041015625	0.490305586183164276992130226062727160751819610595703125	0.358274000323163532844006340383202768862247467041015625	0.609508342128268765236498438753187656402587890625	-0.9103501126824766	1.10591004983986	LanB1
larva	4/243	0.2262098599045635205495585751123144291341304779052734375	0.490305586183164276992130226062727160751819610595703125	0.3510949349263234875451189509476535022258758544921875	0.609508342128268765236498438753187656402587890625	-0.650275381556333	0.966499179942556	Tig;PKD;Sesn;tsl
germline_cyst	2/94	0.2420061032237663944943761862305109389126300811767578125	0.490305586183164276992130226062727160751819610595703125	0.326243851728888867302913467938196845352649688720703125	0.609508342128268765236498438753187656402587890625	-0.6480756580068735	0.9194847749205337	Apc2;Sep2
germarium	1/43	0.351193756271185486550479026846005581319332122802734375	0.49943181136620939941650476612267084419727325439453125	0.419227898996195114111884549856767989695072174072265625	0.609508342128268765236498438753187656402587890625	-0.7685364904650271	0.8042097991073547	upd1
pupa	4/256	0.254207623649896685691373932058922946453094482421875	0.490305586183164276992130226062727160751819610595703125	0.38939844775286636124889128041104413568973541259765625	0.609508342128268765236498438753187656402587890625	-0.506681478345622	0.6939529439606463	usp;Ada2b;Wnt2;shot
unfertilized_egg	2/104	0.279051691305669813392142941665952093899250030517578125	0.490305586183164276992130226062727160751819610595703125	0.371572316402401181534287388785742223262786865234375	0.609508342128268765236498438753187656402587890625	-0.5422198998312421	0.6920668374887827	upd1;shot
chorion	1/45	0.364133001983203141715961237423471175134181976318359375	0.49943181136620939941650476612267084419727325439453125	0.433579478311507726662199502243311144411563873291015625	0.609508342128268765236498438753187656402587890625	-0.6832595284891448	0.6902534331634986	usp
female_reproductive_system	1/49	0.389246209824994970905009950001840479671955108642578125	0.49943181136620939941650476612267084419727325439453125	0.46127354982402135608055004922789521515369415283203125	0.609508342128268765236498438753187656402587890625	-0.5514778417049565	0.5203431704903909	LanB1
dorsal_closure_embryo	1/49	0.389246209824994970905009950001840479671955108642578125	0.49943181136620939941650476612267084419727325439453125	0.46127354982402135608055004922789521515369415283203125	0.609508342128268765236498438753187656402587890625	-0.48029819563467663	0.4531820990752881	shot
hindgut	1/52	0.407431214535591890157917305259616114199161529541015625	0.49943181136620939941650476612267084419727325439453125	0.481190796417054256206569107234827242791652679443359375	0.609508342128268765236498438753187656402587890625	-0.4816630888832489	0.43247717593337304	upd1
midgut	3/196	0.31237206769551140173035719271865673363208770751953125	0.494589107184559673147106195756350643932819366455078125	0.440497938450055637193969459985964931547641754150390625	0.609508342128268765236498438753187656402587890625	-0.24295216113909693	0.28268948391282794	gig;Apc;CCHa2
germline_cell	4/295	0.341404431677742981054990423217532224953174591064453125	0.49943181136620939941650476612267084419727325439453125	0.50292382690410397660940589048550464212894439697265625	0.6164872716889016057706385254277847707271575927734375	-0.1791294889745475	0.1925082204988336	Apc2;Sep2;gig;CCHa2
sensillum	1/50	0.3953687479500971324597458078642375767230987548828125	0.49943181136620939941650476612267084419727325439453125	0.4679923604268487746793425685609690845012664794921875	0.609508342128268765236498438753187656402587890625	-0.19904172046675478	0.1846980596184154	Est-6
fertilized_egg	1/66	0.485421871952257777405037586504477076232433319091796875	0.5764384729433060794434595663915388286113739013671875	0.56520408827527457429340529415640048682689666748046875	0.6711798548268885777901004985324107110500335693359375	-0.22921594405883247	0.1656628270419182	hb
wing_cell	2/179	0.53642137614579876725429130601696670055389404296875	0.617697342228495482885364253888837993144989013671875	0.661271457955842745235486290766857564449310302734375	0.7390681000682948198488020352669991552829742431640625	-0.04709402801691536	0.02933182199622943	Mkp3;if
antennal_sense_organ	1/81	0.557678371109031179031489955377764999866485595703125	0.6232875912395055006953725751372985541820526123046875	0.64075262584687153744056331561296246945858001708984375	0.73783635703579142361974163577542640268802642822265625	0.008450727281708027	-0.004934995537323708	hb
compound_sense_organ	1/98	0.62743407938143125335272998199798166751861572265625	0.6778640091117533739151213012519292533397674560546875	0.71121686333465350404736682321527041494846343994140625	0.766084937198371562772081233561038970947265625	0.06511048825973702	-0.030349083727050467	hb
imaginal_disc	1/161	0.80301827357695299003381705915671773254871368408203125	0.80301827357695299003381705915671773254871368408203125	0.87389507608027672258543816496967338025569915771484375	0.87389507608027672258543816496967338025569915771484375	0.19701414607826212	-0.04322053164176665	upd1
developing_embryonic_structure	1/118	0.69560825719802499289556863004690967500209808349609375	0.7144084803655392779120347768184728920459747314453125	0.77725987305228028123593730924767442047595977783203125	0.79826689664828787140749000172945670783519744873046875	0.1470684776291904	-0.053381243247097324	hb
tracheal_system	1/102	0.64218695600060848871493135447963140904903411865234375	0.6778640091117533739151213012519292533397674560546875	0.7257646773458257261069093146943487226963043212890625	0.766084937198371562772081233561038970947265625	0.30612635068761	-0.13557595520521235	LanB1
