Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
compound_sense_organ	4/115	0.0284266199031933571028663010338277672417461872100830078125	0.1686646114256139250553445663172169588506221771240234375	0.07654031219430457166907899591024033725261688232421875	0.410859500451533576903528910406748764216899871826171875	-1.3633145641364386	4.853985054225165	fj;rpr;Wnt2;Rh5
embryonic_midgut_constriction	2/35	0.0477174312216261942154460484744049608707427978515625	0.1931409507855496865413869045369210653007030487060546875	0.0899896646683353562679030801518820226192474365234375	0.410859500451533576903528910406748764216899871826171875	-1.4683634013772078	4.467434731324847	Wnt2;if
antennal_sense_organ	7/269	0.018839784129538496293410076987129286862909793853759765625	0.149479554977376916102826953647308982908725738525390625	0.07469143217788119792910350724923773668706417083740234375	0.410859500451533576903528910406748764216899871826171875	-1.0861943936727367	4.314130022009365	Nmdar1;btd;usp;gro;rpr;Tdc1;Rh5
developmental_compartment	7/271	0.0195310011564991219124021171182903344742953777313232421875	0.149479554977376916102826953647308982908725738525390625	0.077070477734092701638246580841951072216033935546875	0.410859500451533576903528910406748764216899871826171875	-1.0360684059056156	4.0777085834372775	fj;gig;gro;Wnt2;if;Rh5;numb
anlage	4/120	0.03252039305038502414735290813041501678526401519775390625	0.1737176407277736256418165794457308948040008544921875	0.0862309398642185087613398764005978591740131378173828125	0.410859500451533576903528910406748764216899871826171875	-1.1603853972777012	3.975350301101657	btd;usp;gro;Wnt2
primordium	4/123	0.03513390486629129616513722567106015048921108245849609375	0.1737176407277736256418165794457308948040008544921875	0.09232797762955811948781814635367481969296932220458984375	0.410859500451533576903528910406748764216899871826171875	-1.1554277685364711	3.8690523279466413	fj;gro;rpr;Wnt2
late_embryo	5/167	0.026447817762565863086710038487581186927855014801025390625	0.1681325557763115596809910812226007692515850067138671875	0.081302235396919997345577257874538190662860870361328125	0.410859500451533576903528910406748764216899871826171875	-1.0594970770745231	3.848709617452694	btd;usp;rpr;Wnt2;numb
stem_cell	2/46	0.07734758564580833384294322740970528684556484222412109375	0.274774616835119667168640944510116241872310638427734375	0.139083959683558966435867887412314303219318389892578125	0.49226440341337041051161804716684855520725250244140625	-1.2262355307560606	3.1384835210275774	Nox;Wnt2
foregut	4/138	0.049982018916646185624497178423553123138844966888427734375	0.1931409507855496865413869045369210653007030487060546875	0.12583522969201810237649397095083259046077728271484375	0.466638976774567115768377334461547434329986572265625	-1.0162011063088865	3.0446319642539934	Ac13E;gro;LysP;shot
photoreceptor	4/132	0.04368644323226600345577708139899186789989471435546875	0.1931409507855496865413869045369210653007030487060546875	0.1118463133655037966551759609501459635794162750244140625	0.461602701719275809733034066084655933082103729248046875	-0.9621867261971827	3.0123347724473635	Nf-YB;gro;rpr;Rh5
proventriculus	4/121	0.0333784188635017631252566161492723040282726287841796875	0.1737176407277736256418165794457308948040008544921875	0.0882399983261452358629384207233670167624950408935546875	0.410859500451533576903528910406748764216899871826171875	-0.8471043114296536	2.880023975782543	CrebA;rpr;Rh5;shot
external_sensory_organ	3/84	0.052082953020822386758226230085710994899272918701171875	0.1931409507855496865413869045369210653007030487060546875	0.11410403862723671186696350332567817531526088714599609375	0.461602701719275809733034066084655933082103729248046875	-0.9730945115853373	2.8754140803170967	gig;peb;numb
perineurium	1/13	0.122513559820385531384800970045034773647785186767578125	0.3021437843510621501508239816757850348949432373046875	0.1760534901112909833553743510492495261132717132568359375	0.53435636090498939143600409806822426617145538330078125	-1.1341563112795836	2.381199240893122	rpr
gonadal_sheath	2/47	0.08027123637879900186486992197387735359370708465576171875	0.274774616835119667168640944510116241872310638427734375	0.14380757852525427598067153667216189205646514892578125	0.49226440341337041051161804716684855520725250244140625	-0.9345884130905758	2.357353405392873	Tdc1;Wnt2
imaginal_tissue	3/106	0.0902479888517837280925704135370324365794658660888671875	0.286859678850312549425183306084363721311092376708984375	0.185330066168673479598538733625900931656360626220703125	0.53435636090498939143600409806822426617145538330078125	-0.9165481462902948	2.204476071196732	fj;rpr;Wnt2
posterior_ectoderm	4/137	0.048899840972982853981587680891607305966317653656005859375	0.1931409507855496865413869045369210653007030487060546875	0.1234516569335944724539189110146253369748592376708984375	0.466638976774567115768377334461547434329986572265625	-0.7170353455853542	2.1639991458128556	fj;gro;Wnt2;if
adult_excretory_system	1/15	0.1399872754826425869101313992359791882336139678955078125	0.30659392100912608025709005232783965766429901123046875	0.198611810637796537548638298176229000091552734375	0.53435636090498939143600409806822426617145538330078125	-1.0446383308452025	2.0539718034109256	rpr
larva	3/111	0.10018504514248723069602675650457968004047870635986328125	0.2876280328284310794373368480592034757137298583984375	0.202990891970795395149451678662444464862346649169921875	0.53435636090498939143600409806822426617145538330078125	-0.839646006358016	1.9318040892576827	rpr;Atg5;Rh5
nervous_system	3/110	0.09816343837544407036066473892788053490221500396728515625	0.2876280328284310794373368480592034757137298583984375	0.199424068090476691583745605385047383606433868408203125	0.53435636090498939143600409806822426617145538330078125	-0.8042787256019137	1.8668286025118044	usp;rpr;Rh5
eye_disc_posterior_to_the_morphogenetic_furrow	3/117	0.1126584124797600228173877212611841969192028045654296875	0.3021437843510621501508239816757850348949432373046875	0.2247167390006109821687374505927436985075473785400390625	0.53435636090498939143600409806822426617145538330078125	-0.8199121022223588	1.7901919326666238	gro;rpr;peb
dorsal_rim_area	1/19	0.1739027682769471450097142906088265590369701385498046875	0.336464051666267305318314129181089811027050018310546875	0.2419473786451231955840768250709515996277332305908203125	0.53435636090498939143600409806822426617145538330078125	-0.9145252230544476	1.5997414213344356	Rh5
syncytium	5/233	0.08511909769231741640371780022178427316248416900634765625	0.28057776646726850788837737127323634922504425048828125	0.22154099524269021959099745799903757870197296142578125	0.53435636090498939143600409806822426617145538330078125	-0.6460467269238234	1.5916678108985702	Shab;Nmdar1;Wnt2;numb;shot
wing	3/109	0.09615873253641225859578156587303965352475643157958984375	0.2876280328284310794373368480592034757137298583984375	0.1958740624715420153290068583373795263469219207763671875	0.53435636090498939143600409806822426617145538330078125	-0.6676910268353018	1.5635687932420619	fj;rpr;Wnt2
wing_hinge	2/62	0.12768438256960779053628129986464045941829681396484375	0.3021437843510621501508239816757850348949432373046875	0.2179611221193556713782157885361812077462673187255859375	0.53435636090498939143600409806822426617145538330078125	-0.7344718703325988	1.5116854653880458	rpr;Wnt2
somatic_precursor_cell	3/114	0.10634927971314071803998757559384102933108806610107421875	0.29578393420217263809490759740583598613739013671875	0.2137872050352857822286267719391616992652416229248046875	0.53435636090498939143600409806822426617145538330078125	-0.6019271532215177	1.3489347075514737	raw;Wnt2;numb
mechanosensory_sensory_organ	2/66	0.1412398961952154030630168790594325400888919830322265625	0.30659392100912608025709005232783965766429901123046875	0.23840433846968556164114261264330707490444183349609375	0.53435636090498939143600409806822426617145538330078125	-0.5727457120097197	1.1210325720430412	rpr;numb
wing_blade	3/120	0.1191069572137440635284377776770270429551601409912109375	0.3021437843510621501508239816757850348949432373046875	0.235766122158705571099091002906789071857929229736328125	0.53435636090498939143600409806822426617145538330078125	-0.49828605410173626	1.060219874801615	Tig;rpr;if
blastoderm_embryo	3/126	0.13240008527743174493451761009055189788341522216796875	0.3021437843510621501508239816757850348949432373046875	0.258172174369826368245384173860657028853893280029296875	0.53435636090498939143600409806822426617145538330078125	-0.4291486532545349	0.8677072453340433	btd;gro;tsl
thorax	3/121	0.12128649632866879415349359305764664895832538604736328125	0.3021437843510621501508239816757850348949432373046875	0.2394736060168808633452641743133426643908023834228515625	0.53435636090498939143600409806822426617145538330078125	-0.4111913821138442	0.8674492549227195	usp;Nf-YB;rpr
ganglion	2/68	0.14812920726933287429716301630833186209201812744140625	0.313892843975491053765125570862437598407268524169921875	0.248676822475358327846350903200800530612468719482421875	0.53435636090498939143600409806822426617145538330078125	-0.440229248752319	0.8406927497039155	Tdc1;numb
circulatory_system	1/22	0.19846299600733441348410224236431531608104705810546875	0.351012444862527583921973928227089345455169677734375	0.27295029929146641389792193876928649842739105224609375	0.55210401447592072354808578893425874412059783935546875	-0.492394490762261	0.7962770380188526	Wnt2
pupal_nervous_system	3/126	0.13240008527743174493451761009055189788341522216796875	0.3021437843510621501508239816757850348949432373046875	0.258172174369826368245384173860657028853893280029296875	0.53435636090498939143600409806822426617145538330078125	-0.3864073508215205	0.7812874522975654	usp;rpr;Rh5
chorionic_layer	1/25	0.222296580202310412044397480713087134063243865966796875	0.380469146884723607993095129131688736379146575927734375	0.302723305984161139559063258275273256003856658935546875	0.57540101447413249946549740343471057713031768798828125	-0.4491171131167292	0.6753566439951613	tsl
fat_body	3/138	0.160413730864540304832388528666342608630657196044921875	0.3244732283396383198947887649410404264926910400390625	0.3038634570818452562690481499885208904743194580078125	0.57540101447413249946549740343471057713031768798828125	-0.2741425363357143	0.5016805627790916	fj;rpr;Ehbp1
female_organism	5/282	0.153183057371734820950592848021187819540500640869140625	0.317053304792660417543714856947190128266811370849609375	0.356315377143873568410725738431210629642009735107421875	0.6314224295829509170374649329460225999355316162109375	-0.25289347704934406	0.47445891968730913	gig;rpr;Wnt2;Atg5;mRpS33
mitotic_domain	3/140	0.1652483328263288087089932787421275861561298370361328125	0.326824480478739187727654780246666632592678070068359375	0.311551506259322597003347254940308630466461181640625	0.5776684178558273430326153174974024295806884765625	-0.2030531694995758	0.3655578168501076	btd;Wnt2;numb
peritrophic_membrane	1/34	0.289648293804407541696122052599093876779079437255859375	0.4165164814578579122184009975171647965908050537109375	0.385126895774610622513733915184275247156620025634765625	0.6314224295829509170374649329460225999355316162109375	-0.28518690662357005	0.3533716372502357	Wnt2
vitelline_membrane	2/78	0.183475180995239128822760221737553365528583526611328125	0.342891125340076652339149632098269648849964141845703125	0.3002032101213714110343744323472492396831512451171875	0.57540101447413249946549740343471057713031768798828125	-0.19346086657869271	0.3280469240335882	usp;tsl
adult_dorsal_vessel	1/33	0.28246104530185223158156304634758271276950836181640625	0.4165164814578579122184009975171647965908050537109375	0.376459081088309110985079541933373548090457916259765625	0.6314224295829509170374649329460225999355316162109375	-0.2433473464395328	0.30764327569640587	if
fertilized_egg	3/151	0.1925622975931250147052509191780700348317623138427734375	0.349756009914043375363945642675389535725116729736328125	0.353964620165532817264164577863994054496288299560546875	0.6314224295829509170374649329460225999355316162109375	-0.17807649274827803	0.2933517377911314	gro;Wnt2;numb
adult_sense_organ	1/34	0.289648293804407541696122052599093876779079437255859375	0.4165164814578579122184009975171647965908050537109375	0.385126895774610622513733915184275247156620025634765625	0.6314224295829509170374649329460225999355316162109375	-0.09386696702906999	0.11630942042706997	rpr
neurogenic_region	2/98	0.25681579563916978603543839199119247496128082275390625	0.400993084419054623968037276426912285387516021728515625	0.40132444627306684825640559211024083197116851806640625	0.6314224295829509170374649329460225999355316162109375	-0.023708061178623962	0.0322286482651488	gro;numb
alimentary_canal	1/42	0.34462622673687193231018000005860812962055206298828125	0.464723245145175767323308946288307197391986846923828125	0.45039102119439411442414211705909110605716705322265625	0.65712788338198480087015695971786044538021087646484375	0.0656714198473652	-0.06995942535665647	Wnt2
gut	2/98	0.25681579563916978603543839199119247496128082275390625	0.400993084419054623968037276426912285387516021728515625	0.40132444627306684825640559211024083197116851806640625	0.6314224295829509170374649329460225999355316162109375	0.06193686854775938	-0.08419674371644896	Nox;Wnt2
germline_cyst	1/233	0.90515260279090625772369094192981719970703125	0.90515260279090625772369094192981719970703125	0.966676388583810553001285370555706322193145751953125	0.966676388583810553001285370555706322193145751953125	1.1771267310595808	-0.11730271238821795	usp
chorion	4/223	0.1849300451272323508877803988070809282362461090087890625	0.342891125340076652339149632098269648849964141845703125	0.378418920724150120715734146870090626180171966552734375	0.6314224295829509170374649329460225999355316162109375	0.08193169399489107	-0.13828248275923188	usp;gro;tsl;Rh5
imaginal_disc	2/107	0.29015754888075495632193678829935379326343536376953125	0.4165164814578579122184009975171647965908050537109375	0.44488560180305214419860249108751304447650909423828125	0.65712788338198480087015695971786044538021087646484375	0.12371630693117598	-0.15307805041398886	rpr;Wnt2
egg	1/184	0.843987237556250935455182116129435598850250244140625	0.853578001619390125398467716877348721027374267578125	0.92995837564154293364282466427539475262165069580078125	0.94052608445565144545952307453262619674205780029296875	1.0347750712616024	-0.1755163806435572	rpr
male_reproductive_system	1/130	0.7303948971359732755814775373437441885471343994140625	0.78319452825423641062485557995387353003025054931640625	0.84425486181358333492852352719637565314769744873046875	0.9038869970136251819070594137883745133876800537109375	0.6406556064057838	-0.20127473094090806	usp
cleavage_stage_embryo	1/183	0.842396650171511662819057164597325026988983154296875	0.853578001619390125398467716877348721027374267578125	0.92890114357659114840970460136304609477519989013671875	0.94052608445565144545952307453262619674205780029296875	1.2151590734886693	-0.20840499984676375	gro
germ_layer	4/231	0.2011419627863922088284454048334737308323383331298828125	0.351012444862527583921973928227089345455169677734375	0.404394140294698944959606023985543288290500640869140625	0.6314224295829509170374649329460225999355316162109375	0.13722087949361297	-0.2200672085026198	btd;gro;Wnt2;if
male_organism	4/271	0.287330311348562184026178556450759060680866241455078125	0.4165164814578579122184009975171647965908050537109375	0.53067842287051181227042206955957226455211639404296875	0.6844982555866021556312261964194476604461669921875	0.1790515057127304	-0.22329921772527278	gig;rpr;Wnt2;Atg5
chemosensory_sensory_organ	1/44	0.35769579812088514447765419390634633600711822509765625	0.468160676952334930955856862055952660739421844482421875	0.465627435719979054784545269285445101559162139892578125	0.65738095940364627001173403186840005218982696533203125	0.2335407439620312	-0.24009678840719956	usp
epithelium	1/123	0.710614719401573058377152847242541611194610595703125	0.78079888921901241527478987336507998406887054443359375	0.82750538442526655469322349745198152959346771240234375	0.9038869970136251819070594137883745133876800537109375	0.726527796966527	-0.24819997259096077	Wnt2
leg	1/59	0.4477948505381317279017139298957772552967071533203125	0.56132030560413692654719852725975215435028076171875	0.5675577502999933354743689051247201859951019287109375	0.72160913966713435829802847365499474108219146728515625	0.31346369371114935	-0.2518430241080079	fj
lateral_ectoderm	1/130	0.7303948971359732755814775373437441885471343994140625	0.78319452825423641062485557995387353003025054931640625	0.84425486181358333492852352719637565314769744873046875	0.9038869970136251819070594137883745133876800537109375	0.871550113630127	-0.27381484352657337	Wnt2
haltere	1/119	0.698670240309490875318942926242016255855560302734375	0.77727064234430864875236011357628740370273590087890625	0.81716418220989961440636761835776269435882568359375	0.9038869970136251819070594137883745133876800537109375	0.784871972922994	-0.28143657222204305	peb
pharate_adult	1/80	0.5531923505611526792336007929407060146331787109375	0.65645492266590121932523516079527325928211212158203125	0.679213777997335288461044910945929586887359619140625	0.82808255125702523447017711077933199703693389892578125	0.48295966583979455	-0.28593603201601714	tsl
gastrula_embryo	2/113	0.312299573871181290751763981461408548057079315185546875	0.439405873945330538443698742412379942834377288818359375	0.473015460755368211120952537385164760053157806396484375	0.65738095940364627001173403186840005218982696533203125	0.25579986794164195	-0.29769793690561197	Wnt2;if
hindgut	2/271	0.75678985923908914656976776313968002796173095703125	0.7924034996738698044538296016980893909931182861328125	0.90345387312091018916504481239826418459415435791015625	0.94052608445565144545952307453262619674205780029296875	1.1347821626708416	-0.31622936042118777	rpr;Wnt2
adult_muscle_system	1/101	0.63855415187190611714385113373282365500926971435546875	0.72860666046922617500314345306833274662494659423828125	0.7627090469013622087146586636663414537906646728515625	0.8702705791566824888860764986020512878894805908203125	0.7255085013976464	-0.32542596481143427	rpr
developing_embryonic_structure	1/109	0.6666192955558110089242518370156176388263702392578125	0.75100148486667317460074855262064374983310699462890625	0.7886145620820617097024296526797115802764892578125	0.88843919019371508927207514716428704559803009033203125	0.8186202085076024	-0.3319801018317569	Wnt2
germarium	3/173	0.2500262792611016582355887294397689402103424072265625	0.400993084419054623968037276426912285387516021728515625	0.4379410046809366630071735926321707665920257568359375	0.65712788338198480087015695971786044538021087646484375	0.24095307316188094	-0.33400655967505594	rpr;Wnt2;tsl
dorsal_closure_embryo	3/172	0.2473535520899530215643835617811419069766998291015625	0.400993084419054623968037276426912285387516021728515625	0.434183876561080539513426401754259131848812103271484375	0.65712788338198480087015695971786044538021087646484375	0.24959448886437707	-0.34866767186810227	usp;rpr;peb
excretory_system	1/48	0.383061987555438243635563821953837759792804718017578125	0.4940944477164348480613398351124487817287445068359375	0.49488229528139660029495416893041692674160003662109375	0.65738095940364627001173403186840005218982696533203125	0.36380393891269774	-0.34909114572575123	rpr
reproductive_system	1/134	0.7410876625931610561792695079930126667022705078125	0.78520002346180162167144089835346676409244537353515625	0.85310682864207321163263486596406437456607818603515625	0.9038869970136251819070594137883745133876800537109375	1.2900680266691167	-0.3865512845526794	Wnt2
adult_tracheal_system	1/74	0.52530954589242873087329144254908896982669830322265625	0.64044588471816654706714189160265959799289703369140625	0.65053788507884691139082633526413701474666595458984375	0.8041371079446857361716638479265384376049041748046875	0.6316005173193288	-0.4066039358788056	tsl
embryo	2/183	0.5483665449693926330354543097200803458690643310546875	0.65645492266590121932523516079527325928211212158203125	0.73437044348597735332617730819038115441799163818359375	0.85998644039805238747931070975027978420257568359375	0.6901568919104122	-0.41465408562529743	Wnt2;Syb
unfertilized_egg	2/283	0.77768127147927135212057692115195095539093017578125	0.804809687926222760978589576552622020244598388671875	0.91675350748550676893700028813327662646770477294921875	0.94052608445565144545952307453262619674205780029296875	1.6801513339985805	-0.42245475724612697	Wnt2;shot
retina	1/91	0.6001456953190429377542614020057953894138336181640625	0.69367489458954312286920185215421952307224273681640625	0.72597837948222032622425103909336030483245849609375	0.85998644039805238747931070975027978420257568359375	0.9261001821079746	-0.47285084972491753	Rh5
female_reproductive_system	2/114	0.315977257668552280467366699667763896286487579345703125	0.439405873945330538443698742412379942834377288818359375	0.477626732611861337662872983855777420103549957275390625	0.65738095940364627001173403186840005218982696533203125	0.4500463828072232	-0.518491703763002	usp;Wnt2
germline_cell	2/145	0.42661884732715138479619554345845244824886322021484375	0.54241539160166396538187427722732536494731903076171875	0.608364379219466400172677822411060333251953125	0.76259760212017624336766630221973173320293426513671875	0.6608412331871393	-0.5629470502871611	usp;Wnt2
cuticle	2/124	0.352468223149534853888553698197938501834869384765625	0.468160676952334930955856862055952660739421844482421875	0.52244906385933875814231441836454905569553375244140625	0.68379362769825224876996117018279619514942169189453125	0.5514818000677143	-0.5750823577546927	Wnt2;Lcp3
compartment_boundary	2/117	0.3269828236763048234791995128034614026546478271484375	0.447714943187555836079383198011782951653003692626953125	0.491322988148307882028120729955844581127166748046875	0.65738095940364627001173403186840005218982696533203125	0.5216358933316231	-0.583109450447327	gro;if
ventral_ectoderm	2/193	0.5772811712189060973088317041401751339435577392578125	0.67602663471687696183920479597873054444789886474609375	0.7614782002303381869268150694551877677440643310546875	0.8702705791566824888860764986020512878894805908203125	1.2500790015061136	-0.6868256963337893	gro;Wnt2
tracheal_system	5/327	0.2301752536851351671476351157252793200314044952392578125	0.38652070901843449401980024049407802522182464599609375	0.4854270864179159872264790465123951435089111328125	0.65738095940364627001173403186840005218982696533203125	0.486200677460987	-0.7141871217965825	usp;Vhl;Wnt2;peb;tsl
somatic_cell	3/260	0.48330141097932244331758511179941706359386444091796875	0.597414244127218108104671046021394431591033935546875	0.716508181620474804418563508079387247562408447265625	0.85998644039805238747931070975027978420257568359375	1.1072295779524615	-0.8050829917203144	Tdc1;Wnt2;shot
